Date|Code|Type|Sec. Num|Price|Local IS|Local CP|Local PF|Local IB|Local ID|Local MF|Local SC|Local FD|Local OT|Total|Foreign IS|Foreign CP|Foreign PF|Foreign IB|Foreign ID|Foreign MF|Foreign SC|Foreign FD|Foreign OT|Total
27-JUN-2023|AALI|EQUITY|1924688333|7475|64799027|22896224|8144087|49700|160271001|11793522|582200|3813637|4783127|277132525|1842125|6055091|21948612|8506432|1433864|34645968|28673694|46875|10504407|113657068
27-JUN-2023|ABBA|EQUITY|3935892857|91|154113300|2341009505|0|0|929120187|0|483|0|0|3424243475|0|20400|0|45004985|7085500|0|1301900|0|0|53412785
27-JUN-2023|ABDA|EQUITY|620806680|6450|0|40248|0|98|393882|0|7500|506384|20|948132|588313138|0|0|3600|400|0|4400|0|30499400|618820938
27-JUN-2023|ABMM|EQUITY|2753165000|3070|3687700|1496351833|0|15000|334791700|200100|35537|0|500300|1835582170|550000|706049336|11361584|11733744|541900|16614834|4698868|5181965|160850599|917582830
27-JUN-2023|ACES|EQUITY|17150000000|675|343694115|334889300|100086311|0|2120243891|578053743|4100188|12540100|4100|3493611748|7590300|318628822|366674229|724726224|9444800|980767163|266333230|128400|697095084|3371388252
27-JUN-2023|ACST|EQUITY|12675160000|128|0|11198764335|0|0|1435822761|20994000|1310|0|80|12655582486|0|120|0|10625744|3779835|0|5155795|0|16020|19577514
27-JUN-2023|ADCP|EQUITY|22222222200|58|1390000|444521000|6760000|0|1570111100|911000|1558700|200|189963000|2215215000|0|0|0|3971800|3035400|0|0|0|0|7007200
27-JUN-2023|ADES|EQUITY|589896800|8475|0|32700|58500|350|40795877|0|511|0|0|40887938|0|540360513|198200|6656824|92500|87300|245500|0|345597|547986434
27-JUN-2023|ADHI|EQUITY|8407608979|450|67909039|159060873|105564694|3000000|2016612740|212251684|58159961|28807453|2405147|2653771591|0|29159085|116366107|38127812|5387541|81947298|68688034|0|5377719|345053596
27-JUN-2023|ADMF|EQUITY|1000000000|11375|4297700|610000|0|920700000|41700700|10139700|148559|0|0|977596659|22100|662231|668639|11182774|471800|1000766|4202931|103000|3989100|22303341
27-JUN-2023|ADMG|EQUITY|3889179559|138|1030000|994220200|2290400|0|504214687|83|450027|0|0|1502205397|0|1662400|0|3565347|2737700|0|4323896|0|43|12289386
27-JUN-2023|ADMR|EQUITY|40882331500|925|744158600|35514196511|126313000|0|1752911600|737612200|35271752|27170100|0|38937633763|26540100|1174849909|12028822|190965960|59974000|19428789|3384751|0|457525406|1944697737
27-JUN-2023|ADRO|EQUITY|31985962000|2230|1055007321|16969942053|123132000|7000|6828948936|721494509|127287793|15650200|588427|25842058239|54145746|913776056|1009434232|520607408|12530772|1572484393|392502526|67633600|1600789028|6143903761
27-JUN-2023|AGAR|EQUITY|1000000000|234|0|798984600|0|0|200979000|0|0|0|0|999963600|0|200|0|14000|22200|0|0|0|0|36400
27-JUN-2023|AGII|EQUITY|3066660000|1880|7350100|1021753029|6347100|0|132907591|30407200|430560|1086500|0|1200282080|0|989766420|21289600|6547800|1246300|2501500|12129600|0|1753700|1035234920
27-JUN-2023|AGRO|EQUITY|24740494294|384|25399079|63106407|771306995|21240242086|2097481906|82742662|3057|847839|1070996|24282201027|0|18970954|28948769|23936139|2524062|65094906|60968124|0|580412|201023366
27-JUN-2023|AGRS|EQUITY|27649535711|92|0|373576072|0|20158930|1702105108|0|215|0|1709600|2097549925|0|0|0|5943114|18761444|0|7591842|0|6136453341|6168749741
27-JUN-2023|AHAP|EQUITY|4900000000|57|3066343009|176034981|0|0|1389188303|0|504704|0|42|4632071039|64086000|0|0|4068400|194160307|0|1273341|0|55|263588103
27-JUN-2023|AIMS|EQUITY|220000000|210|0|180441890|0|0|39367510|0|18000|0|0|219827400|0|0|0|200|2000|0|20400|0|0|22600
27-JUN-2023|AISA|EQUITY|9311800000|142|169620483|7002554458|3970400|0|1690649939|7088900|5532925|100|8794665|8888211870|0|320937008|1927300|56662512|10597300|4427300|27861716|0|547494|422960630
27-JUN-2023|AKKU|EQUITY|6449463636|50|0|5519566100|0|0|620335936|0|11483800|6700|3191400|6154583936|0|196189000|0|100|1050200|0|2105400|0|95535000|294879700
27-JUN-2023|AKPI|EQUITY|612248000|975|4000|145574873|0|2|28491371|17500|2122|0|0|174089868|0|9600|34|7801|20903|0|94400|0|10300|143038
27-JUN-2023|AKRA|EQUITY|20073474600|1420|709572600|2691208177|63491600|6000000|710083983|643020686|28255265|6838200|30000|4858500511|31272730|476951089|860884356|702726162|30605200|1646730620|422577058|32211800|1299385974|5503344989
27-JUN-2023|AKSI|EQUITY|720000000|206|0|16066244|0|0|41471856|0|0|0|0|57538100|0|0|0|100|0|0|300|0|0|400
27-JUN-2023|ALDO|EQUITY|1316856366|600|0|930067266|0|0|386283217|425000|61|0|0|1316775544|0|0|0|52866|27900|0|0|0|56|80822
27-JUN-2023|ALKA|EQUITY|507665055|358|0|11021250|0|77500|24092005|0|21200|0|0|35211955|0|0|0|285500|2624023|0|100|0|0|2909623
27-JUN-2023|ALMI|EQUITY|3816000000|226|0|96651440|0|0|49119000|0|303000|0|0|146073440|0|0|0|32841200|393900|0|195200|0|0|33430300
27-JUN-2023|ALTO|EQUITY|2191870558|50|0|1372038216|0|0|464354424|5900|339001018|0|5979200|2181378758|0|50000|0|7560100|36000|0|2594200|0|0|10240300
27-JUN-2023|AMAG|EQUITY|5001552516|362|15463400|3167400|210019533|388000000|68262596|0|23887500|0|0|708800429|0|5783100|0|4993300|7763800|2066800|68879000|0|13723000|103209000
27-JUN-2023|AMAN|EQUITY|3873500000|135|0|100000|0|0|582578900|0|0|0|0|582678900|0|0|0|2140900|180000|0|200|0|0|2321100
27-JUN-2023|AMAR|EQUITY|18381094760|290|0|38233272|0|0|545729393|0|200502|0|0|584163167|0|15586134101|2222297|1670249899|4042703|5225588|344424730|0|821275|17613120593
27-JUN-2023|AMFG|EQUITY|434000000|5350|23500|13694682|0|0|35787900|32000|35076|0|0|49573158|114800|21806400|162700|1095000|37300|1443500|10242259|76900|235483|35214342
27-JUN-2023|AMIN|EQUITY|1080000000|116|0|7700000|0|0|70699600|0|0|0|0|78399600|0|17438300|0|2975000|139166000|0|192800|0|1828300|161600400
