Date|Code|Type|Sec. Num|Price|Local IS|Local CP|Local PF|Local IB|Local ID|Local MF|Local SC|Local FD|Local OT|Total|Foreign IS|Foreign CP|Foreign PF|Foreign IB|Foreign ID|Foreign MF|Foreign SC|Foreign FD|Foreign OT|Total
31-MAY-2023|AALI|EQUITY|1924688333|7050|64987627|22850324|8230787|49700|156157501|13485312|414667|3813637|4783127|274772682|3842525|5995691|22515903|8272783|1358564|34838528|28590060|46875|10555982|116016911
31-MAY-2023|ABBA|EQUITY|3935892857|92|154113300|2341034505|11771800|0|920937043|0|527|0|0|3427857175|0|20400|0|41541285|6935500|0|1301900|0|0|49799085
31-MAY-2023|ABDA|EQUITY|620806680|6450|0|40248|0|98|393882|0|7500|506384|20|948132|588313138|0|0|3600|400|0|4400|0|30499400|618820938
31-MAY-2023|ABMM|EQUITY|2753165000|2780|2277600|1495974533|0|15000|337415900|106000|83232|0|511300|1836383565|269600|707511036|11031557|10493744|541900|16065294|4698868|5181965|160987471|916781435
31-MAY-2023|ACES|EQUITY|17150000000|630|508518715|348775700|75541611|0|2178366491|618636934|5763168|10475100|45600|3746123319|7590300|290087973|328736293|763303201|9719900|860349524|248973963|128400|609987127|3118876681
31-MAY-2023|ACST|EQUITY|12675160000|129|0|11198459335|0|0|1436283161|20994000|1310|0|80|12655737886|0|120|0|10470344|3779835|0|5155795|0|16020|19422114
31-MAY-2023|ADCP|EQUITY|22222222200|58|1390000|445326500|6760000|0|1565063600|5911000|1558700|200|189963000|2215973000|0|0|0|3214800|3034400|0|0|0|0|6249200
31-MAY-2023|ADES|EQUITY|589896800|8275|0|32300|58500|350|40674777|40000|411|0|0|40806338|0|540411613|198200|6668424|111400|87300|245500|0|345597|548068034
31-MAY-2023|ADHI|EQUITY|8407608979|338|57770139|183736573|92986994|3000000|2148273140|123169884|29273721|28807453|2055147|2669073051|0|24976425|105913907|14930412|6755841|81577998|90219834|0|5377719|329752136
31-MAY-2023|ADMF|EQUITY|1000000000|10250|4297700|610000|0|920700000|41593400|10104800|147759|0|0|977453659|22100|648731|668639|11322474|472800|1000766|4204731|103000|4003100|22446341
31-MAY-2023|ADMG|EQUITY|3889179559|143|1030000|994220200|2290400|0|504186087|83|450027|0|0|1502176797|0|1662400|0|3593947|2737700|0|4323896|0|43|12317986
31-MAY-2023|ADMR|EQUITY|40882331500|780|775391000|35514785111|111034700|0|1792374500|681642900|25471664|26916600|0|38927616475|26540100|1173462309|12804222|204415960|60249800|22128417|3718376|0|451395841|1954715025
31-MAY-2023|ADRO|EQUITY|31985962000|2040|1093463921|16957309353|120868200|10500|6855740136|706758463|138628824|13024200|981527|25886785124|54517238|896696426|1008571030|572132038|12661972|1541511387|404763417|66864400|1541458968|6099176876
31-MAY-2023|AGAR|EQUITY|1000000000|266|0|798984600|0|0|200978700|0|0|0|0|999963300|0|200|0|14300|22200|0|0|0|0|36700
31-MAY-2023|AGII|EQUITY|3066660000|1920|6997700|1021642129|6347100|0|134234991|30320100|420560|1086500|0|1201049080|0|989766920|20483000|6604200|1256300|2494200|12109600|0|1753700|1034467920
31-MAY-2023|AGRO|EQUITY|24740494294|352|27990079|62696107|772318495|21240242086|2075000647|64776076|3341|847800|1020996|24244895627|0|18452354|28948769|8137439|2524062|64204106|115481687|0|580349|238328766
31-MAY-2023|AGRS|EQUITY|27649535711|84|0|369654772|0|20158930|1705962546|0|177|0|1709600|2097486025|0|0|0|5792014|18976444|0|7591842|0|6136453341|6168813641
31-MAY-2023|AHAP|EQUITY|4900000000|55|3066343009|168439581|0|0|1394144003|0|504704|0|42|4629431339|64086000|0|0|5567400|195301007|0|1273341|0|55|266227803
31-MAY-2023|AIMS|EQUITY|220000000|222|0|180441890|0|0|39367510|0|18000|0|0|219827400|0|0|0|200|2000|0|20400|0|0|22600
31-MAY-2023|AISA|EQUITY|9311800000|142|169620483|7000188258|3970400|0|1690722939|7088900|5539425|100|8794665|8885925170|0|320936953|1927300|57355612|10597000|4321300|29561671|0|547494|425247330
31-MAY-2023|AKKU|EQUITY|6449463636|50|0|5518816100|0|0|621085936|0|11483800|6700|3191400|6154583936|0|196189000|0|100|1050200|0|2105400|0|95535000|294879700
31-MAY-2023|AKPI|EQUITY|612248000|1030|4000|145574873|0|2|28464871|17500|2122|0|0|174063368|0|9600|34|8401|21203|0|120000|0|10300|169538
31-MAY-2023|AKRA|EQUITY|20073474600|1365|574237200|2690483777|67294400|5000000|742806683|664180763|28135318|4414800|30000|4776582941|31667030|450981089|885219175|731608576|30593000|1653155020|416160550|33955900|1351922219|5585262559
31-MAY-2023|AKSI|EQUITY|720000000|222|0|16066244|0|0|41391156|0|0|0|0|57457400|0|0|0|80800|0|0|300|0|0|81100
31-MAY-2023|ALDO|EQUITY|1316856362|610|0|930051266|0|0|386261613|425000|61|0|0|1316737940|0|0|0|90466|27900|0|0|0|56|118422
31-MAY-2023|ALKA|EQUITY|507665055|360|0|11021250|0|77500|24068505|0|21200|0|0|35188455|0|0|0|309000|2624023|0|100|0|0|2933123
31-MAY-2023|ALMI|EQUITY|3816000000|242|0|96651440|0|0|49113700|0|303000|0|0|146068140|0|0|0|32846500|393900|0|195200|0|0|33435600
31-MAY-2023|ALTO|EQUITY|2191870558|50|0|1372038216|0|0|464354424|5900|339001018|0|5979200|2181378758|0|50000|0|7560100|36000|0|2594200|0|0|10240300
31-MAY-2023|AMAG|EQUITY|5001552516|374|15463400|119100|210019533|388000000|71388896|0|23887500|0|0|708878429|0|5783100|0|4941300|7759800|2066800|68857000|0|13723000|103131000
31-MAY-2023|AMAN|EQUITY|3873500000|192|0|100000|0|0|584090100|0|0|0|0|584190100|0|0|0|809700|0|0|200|0|0|809900
31-MAY-2023|AMAR|EQUITY|18381094760|300|0|33241672|0|0|528275777|0|200470|0|0|561717919|0|15585600801|2222297|1672349099|5126203|5225588|364220578|0|821275|17635565841
31-MAY-2023|AMFG|EQUITY|434000000|5075|23500|13694682|0|0|35820800|32000|35076|0|0|49606058|114800|21806400|162700|1101400|23000|1443500|10217259|76900|235483|35181442
31-MAY-2023|AMIN|EQUITY|1080000000|134|0|7700000|0|0|70647300|0|0|0|0|78347300|0|17438300|0|3027300|139166000|0|192800|0|1828300|161652700
31-MAY-2023|AMMS|EQUITY|1200029666|46|0|26613900|0|0|212212587|0|79|0|0|238826566|0|0|0|100|1203000|0|0|0|0|1203100
31-MAY-2023|AMOR|EQUITY|2222222400|1145|35704700|351796000|0|0|424347300|0|8675700|0|0|820523700|10730454|154200|198200|49363700|1004000|3668600|1600400|0|859146|67578700
31-MAY-2023|AMRT|EQUITY|41524501700|2640|483263600|15063753734|40034600|0|3640276634|436460549|62042|3265900|1541200|19668658259|179623489|2758119301|1032456110|625621592|543300|3524370647|1411999785|23768100|3779341117|13335843441
31-MAY-2023|ANDI|EQUITY|9350000000|50|25543605|797718380|1017800|0|1537938797|1499648561|266804208|2702600|567409200|4698783151|0|0|0|5100|1159949|0|21800|0|0|1186849
31-MAY-2023|ANJT|EQUITY|3354175000|675|18860000|54588162|0|45000|260773401|100|0|0|47400|334314063|323100|1093700|1933600|5014000|1473137|3151900|4079700|0|2791800|19860937
31-MAY-2023|ANTM|EQUITY|24030764725|1895|1009789099|114325884|93809778|3500012|2851262080|476870694|84719747|15562550|1082656|4650922500|119279701|244523616|803232369|373364621|13252649|1179124977|207300224|9771300|770117660|3719967117
31-MAY-2023|APEX|EQUITY|2830004997|150|0|1806424179|0|0|114522801|0|4534|0|0|1920951514|0|573737577|0|257362547|222100|0|17587|0|0|831339811
31-MAY-2023|APIC|EQUITY|11766313488|1110|758479200|9214678312|4200000|0|149353868|361749175|604394097|12250000|0|11105104652|8042200|24484835|27837791|433918391|250|69301100|13009200|0|84615069|661208836
31-MAY-2023|APII|EQUITY|1075760000|193|0|268200|0|0|55444700|0|0|0|0|55712900|0|295400|0|890800|36759800|0|36164700|0|144788400|218899100
31-MAY-2023|APLI|EQUITY|1362671400|340|0|201399300|0|0|560204100|0|165000|0|0|761768400|0|0|0|42600|170400|0|589000|0|0|802000
31-MAY-2023|APLN|EQUITY|22699326779|135|5283600|9340858198|2000000|0|3063203916|11097000|97267698|700000|390000|12520800412|672861|13836706|51256450|300371796|7276600|14240400|1676761|14892108|80522685|484746367
31-MAY-2023|APOL|EQUITY|16452282461|50|0|649059480|1400000|0|775955251|0|90587820|14086735|575800|1531665086|0|2653784186|0|1180647657|8259700|0|1410334020|0|85088011|5338113574
31-MAY-2023|ARCI|EQUITY|24835000000|326|58039300|21059009417|308200|0|619219983|7270700|495786958|0|0|22239634558|0|1515300|0|220678350|6201400|648510|2222248042|0|144073840|2595365442
31-MAY-2023|ARGO|EQUITY|335557450|500|45000|36988014|0|0|614950|0|83000|0|0|37730964|0|280|0|5378700|11250|0|5100|0|5720|5401050
31-MAY-2023|ARII|EQUITY|3431000000|147|117981800|1529823500|62900|0|558716800|126444900|0|0|0|2333029900|0|312864100|0|217294400|2792200|0|1523500|0|76134900|610609100
31-MAY-2023|ARKA|EQUITY|2000000000|50|0|1093942500|0|0|893967700|0|0|0|104400|1988014600|0|250100|0|100|5510400|0|4974800|0|0|10735400
31-MAY-2023|ARKO|EQUITY|2928495000|595|0|2317142593|0|0|302496500|0|1000|0|0|2619640093|0|295038107|0|11344800|472000|2000000|0|0|0|308854907
